,Topic,Count,Name,-1
0,-1.0,26.0,-1_flood_risk_disaster_hazard,"('flood', 0.10483419605002552)"
1,,,,"('risk', 0.07767858152725723)"
2,,,,"('disaster', 0.056663937342583647)"
3,,,,"('hazard', 0.0420499170487454)"
4,,,,"('management', 0.040857062199140905)"
5,,,,"('future', 0.03965264947713389)"
6,,,,"('event', 0.03843622657488754)"
7,,,,"('community', 0.035965355366110986)"
8,,,,"('natural', 0.035965355366110986)"
9,,,,"('policy', 0.03470980242492775)"
