,Topic,Count,Name,-1
0,-1.0,17.0,-1_local_project_three_gcf,"('local', 0.05482437964049417)"
1,,,,"('project', 0.04606077512206133)"
2,,,,"('three', 0.04606077512206133)"
3,,,,"('gcf', 0.03471232121783846)"
4,,,,"('development', 0.03271015808722006)"
5,,,,"('based', 0.03271015808722006)"
6,,,,"('level', 0.03271015808722006)"
7,,,,"('policy', 0.03067008411870052)"
8,,,,"('impact', 0.03067008411870052)"
9,,,,"('social', 0.03067008411870052)"
