,Topic,Count,Name,-1
0,-1.0,27.0,-1_vulnerability_future_local_impact,"('vulnerability', 0.05325218074764552)"
1,,,,"('future', 0.046563028107068916)"
2,,,,"('local', 0.046563028107068916)"
3,,,,"('impact', 0.04072402797958145)"
4,,,,"('decision', 0.04072402797958145)"
5,,,,"('approach', 0.03952328416614811)"
6,,,,"('development', 0.0345956190949611)"
7,,,,"('policy', 0.0345956190949611)"
8,,,,"('process', 0.02943997538496467)"
9,,,,"('analysis', 0.02943997538496467)"
