,Topic,Count,Name,-1
0,-1.0,15.0,-1_risk_development_level_vulnerability,"('risk', 0.06853939397952832)"
1,,,,"('development', 0.046168474287182154)"
2,,,,"('level', 0.0444303695542097)"
3,,,,"('vulnerability', 0.0426688815592679)"
4,,,,"('country', 0.0426688815592679)"
5,,,,"('disaster', 0.040882755235015056)"
6,,,,"('global', 0.040882755235015056)"
7,,,,"('related', 0.033461311878042486)"
8,,,,"('policy', 0.03152726857348261)"
9,,,,"('national', 0.02955699131811522)"
