,Topic,Count,Name,-1
0,-1.0,21.0,-1_coastal_risk_project_island,"('coastal', 0.07169211369867196)"
1,,,,"('risk', 0.040451655631245094)"
2,,,,"('project', 0.040451655631245094)"
3,,,,"('island', 0.038985601568307555)"
4,,,,"('public', 0.03750151787077809)"
5,,,,"('community', 0.03750151787077809)"
6,,,,"('protection', 0.03599848786210929)"
7,,,,"('approach', 0.03293142288232954)"
8,,,,"('action', 0.031365003017460355)"
9,,,,"('strategy', 0.029774822165750846)"
