,Topic,Count,Name,-1,0,1
0,-1.0,21.0,-1_nasal_breadth_urban_temperature,"('nasal', 0.051016408965454785)","('urban', 0.04383417911322747)","('trend', 0.043789607583893414)"
1,0.0,48.0,0_urban_city_heat_temperature,"('breadth', 0.046587513926471515)","('city', 0.03809960268223496)","('temperature', 0.04330965831445931)"
2,1.0,30.0,1_trend_temperature_forest_zone,"('urban', 0.03609951973794412)","('heat', 0.036753475105835265)","('forest', 0.03309492434724459)"
3,,,,"('temperature', 0.03481359342809091)","('temperature', 0.033646808925044985)","('zone', 0.029681831048417602)"
4,,,,"('risk', 0.03339542245998136)","('energy', 0.03285226610421957)","('time', 0.028332656909853166)"
5,,,,"('degree', 0.03153819671547751)","('tree', 0.03243003341685519)","('effect', 0.026469022067559935)"
6,,,,"('sea', 0.03120867541835528)","('cooling', 0.02800454703852013)","('increase', 0.026469022067559935)"
7,,,,"('global', 0.030430684562888607)","('building', 0.0258352012468075)","('climatic', 0.02638742518208742)"
8,,,,"('demand', 0.030124247111550415)","('impact', 0.02523846094834414)","('change', 0.026276620077895097)"
9,,,,"('hoar', 0.03004897751896353)","('model', 0.023469706456897547)","('land', 0.02521613040755266)"
