,Topic,Count,Name,-1
0,-1.0,33.0,-1_energy_system_emission_building,"('energy', 0.07234555385094399)"
1,,,,"('system', 0.05486127933043799)"
2,,,,"('emission', 0.03922305250899274)"
3,,,,"('building', 0.03922305250899274)"
4,,,,"('case', 0.03060187748594776)"
5,,,,"('environmental', 0.03060187748594776)"
6,,,,"('impact', 0.02833410815676242)"
7,,,,"('based', 0.027180410095689417)"
8,,,,"('design', 0.026012572729695684)"
9,,,,"('economic', 0.024829801689250065)"
